IDCLIENTE;MES;NOTA
12704;2019-11;1
27528;2021-03;6
13203;2020-10;5
27253;2020-11;2
27528;2021-05;4
16412;2021-04;2
8418;2019-11;3
28372;2019-10;3
8923;2021-02;1
32146;2019-04;3
11419;2021-03;3
29054;2021-05;4
31310;2020-10;6
30632;2020-12;2
16520;2021-03;5
7924;2021-02;3
15754;2019-04;6
27677;2019-07;2
11290;2019-07;5
11419;2021-06;1
12736;2019-08;3
12255;2021-02;1
5161;2019-01;3
14162;2020-08;3
30908;2019-10;1
26309;2021-01;2
25853;2021-01;5
2284;2021-02;5
15494;2021-01;9
27225;2021-02;5
28657;2019-12;5
11292;2019-01;6
27088;2020-04;2
27128;2020-11;5
27871;2019-04;9
23105;2019-02;5
5189;2019-04;2
8124;2019-09;6
12777;2020-01;4
31469;2019-05;2
19073;2021-05;5
24418;2021-01;3
11115;2019-08;1
27663;2021-01;2
27341;2020-09;4
26484;2019-11;1
7538;2020-11;5
5189;2021-05;6
29262;2019-01;3
11881;2019-11;4
16192;2019-01;6
25509;2020-04;1
11413;2019-03;6
28229;2019-04;5
11535;2021-01;5
11881;2020-04;6
29049;2020-05;3
27947;2019-12;6
14628;2020-02;7
27780;2020-10;6
31019;2019-10;2
27168;2020-04;4
14587;2020-01;1
30214;2019-07;5
13263;2019-12;3
30878;2019-11;3
12264;2019-10;6
31199;2020-03;1
29286;2020-09;5
27125;2019-04;5
26875;2020-08;4
26920;2021-03;5
29325;2020-05;1
26722;2020-11;2
30216;2021-06;6
29550;2019-01;1
11093;2020-02;2
18002;2021-02;3
11823;2019-03;3
28993;2021-05;4
8538;2019-01;6
10615;2020-03;5
11290;2020-06;1
26993;2020-12;2
26677;2021-01;2
32391;2019-06;4
6016;2020-08;2
29552;2019-05;5
16392;2020-02;6
26875;2020-07;1
6606;2020-11;1
25509;2021-06;1
27663;2019-10;3
27320;2019-05;1
7814;2019-07;6
13753;2019-10;7
14646;2020-09;7
15172;2019-08;5
12041;2019-11;5
19073;2020-03;4
12528;2020-08;5
8786;2021-03;4
8855;2020-02;6
15070;2020-10;3
10017;2020-03;4
13631;2020-02;2
15869;2020-04;9
13263;2020-08;4
15754;2021-04;1
10499;2020-12;3
8365;2019-05;7
29278;2020-10;4
12567;2019-08;1
5686;2019-07;3
30459;2020-04;2
32451;2020-01;2
11221;2019-10;1
16609;2020-11;4
29970;2021-06;5
12704;2019-04;2
7879;2019-07;2
18877;2021-04;5
28127;2021-05;4
31275;2021-03;2
11202;2020-10;3
10749;2020-01;6
11321;2021-02;1
11419;2020-03;5
24268;2020-11;6
7814;2019-02;3
16018;2020-11;4
12271;2020-01;6
29550;2019-04;5
26890;2019-12;5
15466;2019-10;4
32384;2019-08;2
7814;2020-01;6
24737;2020-12;2
15292;2020-05;1
11826;2021-06;3
31403;2019-07;10
18924;2021-03;1
28871;2020-07;2
28581;2019-07;4
16318;2019-10;5
12313;2020-10;3
6036;2019-12;4
18924;2021-06;1
19257;2020-08;1
29325;2019-11;6
8418;2019-06;6
30018;2019-06;3
15134;2020-11;1
31193;2020-08;1
21225;2019-12;5
28667;2020-05;4
15994;2020-07;6
26888;2020-06;1
21225;2020-07;5
26309;2019-07;1
29729;2019-07;3
15839;2019-04;6
18927;2020-06;9
32122;2021-01;6
12944;2020-04;7
27268;2021-03;1
5189;2021-03;6
12715;2020-03;3
11419;2020-09;4
10099;2020-05;3
5721;2020-05;6
14634;2020-03;5
13154;2020-04;2
8650;2020-09;4
27699;2020-12;3
32075;2019-12;5
14266;2021-02;5
15529;2020-06;3
11413;2020-10;2
25233;2019-11;5
5402;2019-08;2
15015;2019-09;5
7759;2020-02;6
5531;2020-05;3
19128;2021-05;4
28794;2020-08;5
32001;2020-01;1
14587;2019-12;2
5363;2019-09;2
23251;2020-01;3
16020;2020-02;5
13555;2019-05;2
28797;2021-06;2
14266;2020-06;3
27268;2021-02;5
11871;2020-03;5
31199;2021-04;5
8547;2019-06;3
2284;2019-11;6
24737;2020-09;5
31037;2020-10;6
2925;2020-04;4
15588;2020-01;2
15517;2019-09;2
21699;2019-08;6
32451;2020-10;4
14544;2020-08;6
28871;2019-12;5
30382;2020-08;6
16192;2020-10;6
15607;2021-05;5
12889;2020-02;1
10453;2019-07;5
28542;2020-06;2
26835;2020-01;4
17994;2020-07;2
4715;2021-02;7
1944;2020-01;1
8311;2021-02;3
12674;2021-03;2
16018;2020-12;5
8650;2019-10;3
8757;2019-03;6
10439;2020-01;6
15292;2021-05;5
11093;2019-05;4
18924;2019-11;5
13203;2021-06;5
11868;2020-04;2
19122;2020-07;3
16520;2020-03;6
8786;2019-08;10
28200;2021-03;2
31469;2020-04;5
28392;2020-07;3
5531;2021-03;1
11671;2020-08;4
14162;2020-10;1
14348;2020-07;7
19073;2020-11;3
18925;2019-10;5
32195;2019-09;2
12255;2019-10;2
29049;2019-11;3
10036;2020-09;2
16635;2019-09;6
29550;2019-10;10
21225;2019-06;2
12777;2020-03;5
15003;2019-01;4
30923;2020-08;10
29452;2019-06;1
11453;2019-03;5
31147;2019-07;2
27225;2020-02;6
28917;2019-06;6
27663;2019-09;3
31037;2020-02;5
15244;2019-03;3
11823;2020-01;1
14372;2019-11;1
12949;2020-08;2
11621;2020-03;1
29452;2020-09;1
10255;2019-03;7
29675;2019-11;3
8757;2019-08;1
21191;2019-05;5
10036;2019-12;3
19024;2021-03;7
16405;2019-06;5
13832;2019-05;4
16641;2019-02;6
16609;2021-04;2
32158;2020-09;6
28794;2020-05;5
11871;2019-09;4
3316;2020-03;2
13745;2019-12;5
4130;2021-03;2
28035;2019-03;3
28676;2019-05;6
30844;2020-06;6
28837;2020-09;6
12567;2020-09;5
15529;2019-12;4
11964;2019-04;4
12768;2019-10;2
19547;2019-03;5
12889;2020-03;1
32146;2019-05;2
11871;2019-08;3
30234;2021-04;6
12041;2019-09;4
12889;2020-07;6
11481;2019-12;6
12528;2020-11;3
29614;2019-04;3
29552;2020-04;6
11235;2020-05;5
12271;2019-05;2
8923;2021-03;1
27955;2020-04;4
10440;2020-08;4
11826;2019-06;6
27354;2020-07;5
5947;2019-04;4
32428;2019-07;5
15701;2019-05;5
14646;2019-11;3
5531;2019-10;3
8392;2019-12;5
27222;2020-06;4
30699;2021-04;1
12070;2019-04;6
4728;2019-03;5
10555;2020-03;5
28294;2019-01;3
12744;2020-06;5
11847;2019-03;5
19128;2019-08;2
27354;2020-06;5
8786;2020-04;1
12944;2020-01;2
16192;2020-12;1
15557;2019-07;4
7633;2019-06;3
13624;2020-10;2
27670;2020-08;7
28542;2021-01;4
32391;2019-12;3
15090;2020-04;3
28200;2019-11;4
15781;2019-12;6
30851;2020-05;4
11292;2019-02;6
29054;2020-08;6
14468;2020-12;8
5531;2019-01;6
29297;2021-05;4
28916;2021-03;5
32075;2020-09;5
32001;2019-09;1
27290;2019-07;3
12704;2021-04;3
31310;2019-07;1
29970;2020-11;3
14768;2020-08;6
28702;2019-07;10
26309;2019-12;1
12619;2019-09;4
23105;2020-10;4
27964;2020-03;8
30851;2021-01;5
20393;2019-05;6
25233;2020-05;6
2024;2020-10;4
12949;2020-06;3
12949;2020-07;6
11202;2019-04;6
20685;2019-06;3
12744;2019-12;10
8365;2019-11;4
27263;2020-05;4
29142;2020-10;6
11321;2020-04;1
10099;2021-05;4
11871;2019-04;1
8964;2020-09;2
11672;2019-04;7
11316;2019-12;2
12528;2021-03;1
14734;2020-06;4
11621;2020-08;7
27947;2020-04;6
10774;2019-05;2
15847;2020-11;2
27253;2021-04;1
12744;2019-05;4
32353;2020-01;2
28542;2021-02;6
15494;2019-05;7
16392;2019-11;4
15867;2020-06;6
29547;2019-05;6
11884;2019-03;3
26808;2020-06;2
14587;2021-05;6
28581;2021-05;5
11333;2019-06;5
10749;2020-07;2
15701;2021-03;1
12778;2019-06;4
31036;2020-05;2
29008;2020-07;4
32075;2020-08;4
13409;2019-10;5
4715;2019-01;5
13770;2021-04;4
30878;2020-07;5
10499;2019-05;6
15557;2019-10;3
30652;2020-09;4
28372;2019-07;1
14935;2019-06;4
26309;2019-08;1
21122;2019-08;4
14734;2019-10;8
15976;2019-11;4
12744;2019-03;4
27070;2021-06;3
12619;2019-06;6
5161;2020-04;4
11300;2020-10;4
28319;2019-08;5
4767;2019-02;2
16022;2020-09;6
27337;2019-01;5
8700;2019-11;1
3316;2019-05;6
7719;2021-01;5
28653;2019-06;5
14202;2020-11;6
21699;2021-06;1
4175;2020-02;5
25047;2020-02;6
8855;2019-03;6
32075;2020-12;6
30878;2021-02;3
10615;2020-10;6
30382;2020-07;1
30804;2020-12;3
7903;2019-05;5
15607;2020-08;6
29550;2019-11;1
24751;2019-08;5
7639;2020-06;5
29278;2021-06;3
29325;2020-06;10
7906;2020-04;6
18924;2020-01;5
12393;2020-07;6
15976;2019-02;6
5721;2020-02;7
14455;2019-06;4
32170;2019-11;6
12619;2020-07;6
27263;2021-04;7
10254;2020-11;4
29614;2019-05;5
31011;2020-02;5
11300;2019-09;6
25959;2019-09;8
29731;2019-10;6
26032;2019-07;5
8918;2020-01;6
13697;2021-02;1
23936;2019-06;5
13263;2020-07;4
8844;2020-12;6
11847;2019-04;3
1164;2020-10;1
28824;2020-08;6
26875;2019-08;1
29729;2019-04;3
15491;2019-09;6
30382;2021-05;6
32195;2019-12;1
15090;2020-02;2
16635;2020-08;1
29142;2020-03;2
18002;2020-02;4
31408;2020-02;9
30388;2020-02;1
1164;2020-05;4
29784;2019-11;3
15121;2019-09;3
5161;2021-01;3
27947;2020-12;2
30875;2020-04;8
30216;2020-06;7
7759;2019-05;6
14643;2020-02;2
19547;2021-01;6
27038;2020-01;6
13467;2020-03;2
30875;2019-10;2
10396;2019-12;1
26791;2021-03;6
18386;2020-12;6
23936;2020-08;2
14634;2019-06;5
8547;2019-08;5
27222;2021-06;3
10254;2021-04;3
24737;2020-01;6
29515;2019-08;1
21593;2020-10;4
28392;2019-10;5
21164;2020-12;1
15557;2021-04;6
14202;2020-08;2
19549;2020-05;3
29552;2019-07;7
30382;2019-11;2
30804;2020-06;1
28170;2019-10;3
10760;2019-01;2
29665;2021-06;1
11292;2021-05;1
11671;2019-03;2
7639;2021-04;6
16318;2020-02;6
7814;2020-02;1
11221;2021-04;1
11419;2020-05;1
21122;2020-03;3
26888;2021-02;4
12889;2019-03;2
14348;2021-04;4
30584;2020-09;2
14348;2020-03;2
7814;2020-11;1
16373;2019-07;10
15839;2021-05;1
31310;2020-01;5
14612;2019-04;7
8918;2021-06;5
15905;2020-07;3
4130;2021-04;2
16137;2021-04;6
14318;2020-12;1
6160;2020-01;3
12744;2021-06;1
16127;2020-02;1
28869;2020-12;4
16609;2021-03;6
29278;2020-02;4
29676;2019-11;6
29008;2020-01;4
8757;2021-06;3
30652;2020-12;2
14969;2019-02;1
15607;2020-03;6
14162;2019-10;5
15601;2020-03;1
19535;2019-11;1
12763;2019-04;3
13154;2019-11;1
27268;2020-09;5
16373;2020-12;2
25059;2020-05;8
29601;2019-06;5
11453;2019-04;1
28993;2021-04;4
23308;2020-10;5
30382;2021-02;1
12741;2020-09;5
31193;2020-02;2
32428;2019-11;4
8757;2019-09;5
12744;2021-04;5
19122;2020-02;3
11407;2020-07;1
27780;2019-05;4
25059;2019-08;2
32347;2020-01;6
10036;2020-04;1
13307;2021-02;5
5459;2020-06;4
13624;2019-07;6
29944;2019-03;2
15869;2019-05;3
26993;2019-11;3
10485;2020-08;6
11481;2019-04;4
26890;2021-04;6
28692;2020-03;7
11270;2019-10;5
11853;2020-02;3
29736;2019-07;6
31012;2019-06;3
13476;2021-04;2
12255;2020-11;4
12635;2021-01;3
11290;2020-10;6
25959;2019-08;2
4767;2021-02;5
16520;2021-04;5
28319;2020-06;4
12202;2020-12;3
28916;2020-02;8
24268;2021-03;2
10555;2020-04;4
19547;2019-06;2
14587;2020-11;1
24526;2020-08;2
23251;2019-02;5
28824;2019-04;5
32122;2019-01;6
15994;2020-11;2
27222;2019-05;8
10255;2019-06;1
8964;2019-09;2
12910;2020-09;3
12635;2020-05;3
14098;2020-04;1
14375;2019-06;7
15867;2019-07;5
14266;2020-07;4
32391;2020-01;6
24550;2020-03;6
8700;2021-02;3
3316;2020-09;4
13631;2021-03;6
15172;2021-02;8
15003;2020-05;6
6606;2021-04;1
24526;2019-08;9
24418;2020-02;3
19257;2020-11;1
5790;2020-12;2
15003;2021-04;1
11273;2019-11;6
12674;2019-03;6
16635;2021-01;2
2024;2019-12;4
7639;2020-03;1
4175;2020-10;5
25069;2019-11;4
3316;2020-11;4
28692;2021-03;6
21122;2019-09;5
19547;2020-07;1
16022;2019-05;2
7864;2019-05;6
13307;2019-08;1
28680;2019-07;3
28680;2021-05;6
29262;2021-01;4
24362;2019-09;3
26993;2019-04;3
28667;2020-08;4
21270;2021-03;6
8650;2020-10;4
15003;2019-05;3
19547;2020-11;5
27168;2021-06;2
12910;2019-09;2
23308;2020-08;2
16004;2019-04;10
14318;2020-09;5
16492;2019-07;4
28797;2019-12;5
11875;2020-05;3
14643;2021-02;2
21699;2020-07;4
29980;2019-07;2
12255;2019-08;6
28127;2019-06;1
18877;2021-01;2
11321;2019-10;5
30711;2019-11;4
14670;2020-09;5
10485;2020-07;1
13476;2020-02;4
30699;2021-02;5
13770;2021-05;1
29665;2019-04;4
28984;2019-06;1
10966;2020-07;6
31193;2020-11;5
25233;2020-06;1
27663;2020-09;5
16492;2020-03;3
11419;2019-05;5
19090;2019-09;9
29665;2020-05;5
12763;2019-09;1
27354;2020-10;3
11117;2019-12;5
7906;2019-02;1
8745;2020-09;1
26186;2019-06;2
12778;2020-09;2
15557;2020-11;6
18927;2020-04;1
1164;2020-06;6
31469;2020-12;3
12944;2020-02;1
28542;2019-12;5
3921;2020-08;1
16018;2019-03;3
11202;2021-05;2
11273;2020-09;3
28837;2021-04;6
15429;2019-09;2
24550;2021-06;4
21036;2021-04;1
13770;2020-08;6
12041;2020-09;2
32122;2020-03;2
25047;2020-05;2
14646;2020-08;2
29712;2020-05;5
18594;2020-06;1
29993;2019-12;5
24751;2021-05;4
29054;2020-05;5
32353;2019-06;3
28319;2019-09;2
20393;2021-02;5
27528;2020-09;5
30899;2019-11;1
32347;2021-03;5
26309;2021-02;10
29601;2019-07;1
29305;2020-01;6
29601;2019-04;3
28319;2019-07;2
29552;2020-07;4
15121;2020-11;9
15591;2019-06;6
30844;2020-04;2
31275;2019-12;1
7864;2019-06;4
15867;2020-04;6
14587;2019-10;5
5686;2020-04;3
14544;2020-01;2
27647;2020-08;7
12255;2019-02;6
8538;2020-05;2
16635;2020-06;3
32398;2020-06;2
29547;2019-12;1
8918;2019-01;3
12528;2019-07;4
29729;2020-07;4
13555;2019-11;4
11333;2020-09;2
5686;2021-05;2
14202;2020-07;1
24268;2020-09;5
28676;2019-09;2
12777;2021-05;6
26808;2020-02;3
15701;2019-10;4
8855;2019-05;3
32180;2019-06;5
30804;2020-03;4
32398;2019-12;9
28319;2020-04;3
25059;2020-10;7
10099;2020-02;4
11411;2019-09;5
30745;2019-09;1
18970;2020-04;1
16209;2019-12;1
1684;2019-09;4
30699;2020-09;6
5721;2020-04;2
30018;2021-04;3
27947;2021-01;2
15588;2019-07;4
29729;2020-03;3
7633;2019-10;6
27955;2019-07;8
18877;2019-04;5
13770;2019-02;6
8844;2020-06;1
10440;2019-02;6
25069;2019-12;2
8786;2019-06;9
13467;2020-01;3
11300;2019-05;2
15607;2019-08;8
15869;2021-01;1
29729;2019-10;2
10966;2019-09;2
8700;2019-03;1
27914;2019-10;3
15905;2019-07;1
26722;2020-10;5
8918;2021-03;2
30851;2020-12;1
28581;2020-06;5
4767;2020-01;7
15869;2020-06;6
10396;2020-05;6
14266;2019-02;1
28294;2020-05;2
10555;2019-06;10
11333;2019-08;4
5531;2020-06;1
14469;2020-05;4
28542;2019-10;3
14768;2020-07;7
14291;2020-09;1
27699;2021-05;5
29286;2019-06;5
25233;2020-04;2
31275;2019-07;2
11847;2019-06;4
8745;2020-06;3
29712;2021-05;5
11411;2019-06;1
14399;2019-11;6
30180;2019-07;3
27337;2019-05;6
21225;2019-07;2
26312;2020-11;2
5578;2021-04;3
29286;2019-12;4
11300;2019-11;5
15601;2020-04;1
29731;2019-08;2
11300;2021-06;5
11823;2020-12;4
11823;2021-06;6
28653;2020-03;2
28824;2019-07;6
31037;2019-12;2
12777;2020-12;6
29614;2020-11;3
31199;2021-02;6
28692;2019-09;4
28828;2020-05;5
1944;2019-03;4
28393;2019-05;3
7924;2019-06;6
28797;2019-10;1
14320;2020-02;2
11321;2020-03;2
5790;2019-06;2
10255;2020-05;5
16609;2019-12;3
16137;2021-01;10
16209;2020-01;2
11407;2020-09;5
12744;2020-08;3
3921;2021-02;3
27964;2019-09;3
13082;2019-10;1
1164;2020-09;3
11671;2020-01;2
11115;2020-02;7
18970;2021-02;5
27878;2020-02;2
15765;2020-01;4
30940;2019-05;4
27128;2019-02;2
30908;2021-04;6
7864;2020-01;2
16137;2019-02;8
28667;2020-06;4
28824;2019-01;2
10606;2019-07;6
14643;2019-08;6
21633;2020-06;3
14291;2020-12;3
24737;2019-04;9
15003;2020-02;6
11202;2021-04;2
21164;2020-06;4
12744;2021-03;1
11093;2020-01;6
27070;2019-01;10
8365;2020-02;6
13476;2020-08;2
32347;2019-09;2
26835;2019-01;5
28185;2020-12;3
28200;2020-02;1
29552;2019-12;2
30878;2019-05;5
24737;2019-02;4
18002;2019-07;4
32122;2019-02;2
19023;2020-01;2
12674;2019-10;5
15839;2020-01;6
21122;2019-12;5
12744;2020-04;7
8311;2019-06;5
32394;2020-01;6
29175;2020-12;6
15015;2019-07;3
14469;2019-07;10
14768;2021-02;5
26791;2019-12;6
32344;2020-05;7
14670;2020-10;2
10255;2021-01;2
25853;2020-05;5
16641;2019-06;6
15765;2019-03;5
27128;2019-01;1
11413;2019-11;1
8844;2020-11;3
17994;2019-06;7
26309;2021-04;1
5578;2020-04;1
16641;2020-04;6
14734;2019-08;2
7379;2019-06;1
28308;2021-04;6
27290;2020-01;4
30401;2019-12;1
20951;2019-05;6
30180;2019-10;2
15429;2019-10;6
18386;2019-03;3
32384;2019-07;3
11051;2019-06;3
5947;2019-06;6
26652;2019-06;2
4715;2020-09;4
27125;2020-05;3
29515;2019-01;9
19547;2019-11;4
28392;2020-02;4
30923;2020-02;6
15557;2019-11;2
16373;2020-10;6
27222;2019-11;3
5402;2020-12;3
30382;2020-05;5
12949;2019-10;6
10440;2019-12;6
31431;2020-10;4
26722;2020-01;5
3921;2020-07;6
11202;2020-12;5
13409;2019-04;5
7633;2020-02;3
12693;2019-10;2
30908;2020-09;2
28653;2021-02;5
10606;2019-02;6
30146;2020-12;1
26312;2019-10;4
11535;2019-06;2
20454;2019-05;7
29596;2019-07;2
25233;2019-07;4
29614;2020-01;6
11235;2020-02;6
13476;2019-02;5
28200;2021-06;1
28653;2020-01;6
30899;2021-02;1
30382;2020-06;5
16520;2019-04;2
26808;2020-01;1
16209;2019-06;2
15839;2019-09;6
5363;2019-04;2
29731;2020-10;5
27341;2020-10;6
10774;2019-06;5
27528;2021-06;3
31036;2020-04;5
13631;2019-09;3
12393;2020-12;5
26888;2021-06;3
11300;2019-04;3
5189;2019-09;3
15003;2020-09;5
26835;2020-02;2
7924;2019-09;1
7768;2021-03;4
15847;2020-07;5
15869;2020-01;3
8418;2019-10;1
11051;2019-04;2
8918;2020-06;2
32195;2020-01;1
13263;2020-06;3
27128;2021-02;3
4728;2020-11;5
32170;2021-05;1
26833;2019-10;8
15847;2020-02;4
19547;2020-04;6
8700;2021-06;3
12041;2020-08;2
18594;2019-10;5
6160;2019-02;4
11235;2021-06;1
15591;2020-04;6
21270;2020-11;2
16018;2020-07;3
31275;2020-10;5
8923;2020-04;10
12910;2020-11;5
29305;2019-06;3
5531;2020-10;5
14646;2019-06;1
13203;2019-09;6
5790;2019-04;3
3921;2021-01;2
15134;2020-05;6
12264;2019-08;5
11117;2020-07;4
14670;2019-09;5
25959;2021-06;6
13203;2020-12;6
11290;2019-01;2
15754;2020-03;7
7639;2019-08;4
27647;2020-07;2
31037;2020-04;2
13631;2019-10;4
27647;2021-06;1
15529;2019-11;1
25509;2020-05;2
15003;2020-07;4
30435;2019-05;6
29784;2021-06;4
13788;2019-04;3
13307;2019-03;3
30214;2019-08;2
16022;2021-02;6
15121;2019-10;1
12768;2021-04;5
15781;2019-09;1
12041;2021-06;6
32073;2020-05;4
10440;2019-07;3
2284;2021-06;7
28824;2020-09;1
26920;2021-01;5
15839;2020-09;3
10182;2020-11;6
26890;2019-09;2
23105;2020-09;6
15601;2019-11;2
28680;2019-08;5
4175;2020-07;1
18594;2021-01;6
15601;2019-10;6
31384;2019-09;5
11316;2019-07;3
27222;2021-01;3
4767;2019-01;7
27341;2020-04;10
30923;2020-06;5
21633;2019-11;5
24550;2021-04;3
8844;2021-02;3
30628;2019-12;5
29262;2020-04;9
11868;2020-07;5
13476;2020-07;9
11419;2020-10;3
12070;2021-02;5
15517;2019-04;9
15429;2021-04;1
12838;2021-04;8
20393;2020-07;1
11300;2020-03;2
21164;2019-12;1
27341;2020-03;5
12532;2019-06;1
13624;2020-12;4
27290;2019-06;3
15867;2019-10;3
31036;2021-01;1
26722;2020-07;4
26312;2019-11;5
32344;2019-02;1
4175;2021-05;1
28127;2020-11;5
31384;2019-07;3
5402;2020-10;10
15172;2021-03;4
24751;2019-06;3
28206;2020-02;4
14683;2020-05;6
8700;2019-10;5
10036;2020-01;1
1684;2020-04;1
12736;2020-09;9
8838;2019-07;2
10615;2019-05;1
32451;2019-06;5
11273;2020-02;6
25588;2020-07;6
12528;2020-04;4
27780;2020-02;1
15701;2019-11;4
30234;2020-06;3
12674;2020-01;1
10615;2019-02;4
28977;2021-06;6
13203;2020-09;1
5402;2021-01;1
29675;2021-01;1
7719;2019-12;3
12744;2020-09;6
30216;2020-04;4
12393;2020-01;6
5721;2020-12;1
15091;2021-06;5
28828;2019-12;3
14670;2020-01;1
32451;2019-12;5
19081;2020-06;4
14683;2019-04;6
28200;2020-04;5
14554;2019-10;3
12742;2019-05;1
10036;2021-06;3
28824;2020-07;3
27699;2020-03;2
19122;2019-03;4
27947;2021-02;2
14969;2020-04;4
28984;2019-05;3
16137;2019-06;2
32384;2019-11;2
29054;2020-12;6
24737;2021-01;3
13467;2020-06;1
25047;2020-06;2
28392;2021-01;5
28185;2019-04;8
16392;2020-07;3
29286;2020-10;5
11671;2021-06;1
31199;2020-10;6
12944;2021-05;2
14399;2020-08;3
13770;2021-02;8
11316;2019-03;4
12393;2019-07;6
7768;2020-08;5
14643;2021-06;3
16392;2020-06;6
11998;2020-02;6
14861;2021-04;1
28656;2019-09;1
30382;2020-11;2
12910;2020-10;5
29993;2019-07;2
32195;2019-07;3
21593;2020-11;2
12567;2020-03;6
12910;2019-04;3
15839;2020-04;1
11413;2019-09;6
12070;2019-08;7
25509;2021-03;6
1684;2020-03;1
11868;2020-03;3
26791;2020-08;4
26833;2020-07;1
8311;2020-10;5
26484;2021-01;5
27320;2019-04;6
8844;2021-04;2
27222;2020-10;5
11671;2020-11;5
28035;2021-02;6
5578;2020-12;5
11411;2019-03;5
32391;2020-10;3
15466;2019-09;4
15172;2019-06;2
7538;2019-01;2
26833;2020-06;5
19081;2020-04;6
32353;2019-10;4
23010;2019-07;3
1684;2020-07;3
30312;2019-01;2
28797;2021-02;3
32398;2020-08;2
21173;2020-01;5
11419;2021-04;1
13818;2021-01;2
16392;2021-05;6
15244;2020-08;4
27070;2019-09;2
13818;2020-03;6
14372;2020-12;5
11894;2020-10;4
25588;2021-05;4
14098;2020-10;8
10440;2021-02;6
14318;2021-06;2
28547;2019-08;4
27038;2021-02;5
15607;2019-09;1
11407;2021-03;2
5531;2019-09;1
11316;2020-06;1
28667;2021-05;5
11051;2021-05;1
30312;2021-04;6
25069;2020-09;5
29601;2020-01;3
15003;2019-09;2
27165;2020-02;1
16022;2019-01;2
15035;2019-09;5
14372;2019-10;4
28170;2019-09;4
29944;2020-02;9
10453;2021-05;1
5161;2019-02;1
30699;2020-05;6
26186;2019-09;2
18594;2020-11;5
7792;2020-10;1
15494;2019-07;4
10499;2019-07;6
15244;2020-10;5
14646;2019-09;5
25959;2020-11;3
26652;2020-03;5
29944;2021-01;5
28692;2020-08;3
15070;2020-08;2
32344;2021-06;1
14318;2020-10;6
29547;2020-10;2
32344;2019-09;3
29552;2021-03;1
13770;2019-07;4
31019;2019-11;1
11221;2020-03;2
29452;2019-10;5
31301;2021-03;1
12191;2019-04;8
13818;2019-05;5
28185;2020-06;2
8786;2021-02;2
18386;2021-02;9
1944;2019-06;5
32344;2020-03;4
13263;2019-11;5
21633;2019-10;6
11202;2021-01;6
26920;2020-06;4
25233;2019-12;1
11051;2020-05;9
15976;2019-01;6
32344;2020-12;6
15090;2019-09;4
31019;2019-12;6
31193;2020-07;6
10749;2020-11;1
6606;2020-10;3
11847;2021-03;2
8311;2020-09;1
16022;2020-04;1
32398;2019-01;6
27699;2019-09;1
28984;2019-10;3
28294;2020-07;2
14320;2020-12;5
12202;2020-07;1
11316;2020-02;4
19118;2020-01;4
15517;2019-07;6
14544;2019-10;1
